class_id,course_code,professor,day,time
41638,MEC 263,"Sepahpour,Bijan  ",Thurs ,2:00 PM
41633,MEC 343,"Lau,Anthony  ",Mon Thurs ,12:30 PM
42951,MEC 343,"Lau,Anthony  ",Mon Thurs ,2:00 PM
41634,MEC 343,"Lau,Anthony  ",Wed ,9:00 AM
42952,MEC 343,"Lau,Anthony  ",Wed ,10:00 AM
41639,MEC 361,"Grega,Lisa  ",Tues Fri,2:00 PM
41647,MEC 361,"Kazemi,Farzan  ",Mon Wed ,5:30 PM
42832,MEC 361,"Kazemi,Farzan  ",Mon Wed ,7:00 PM
41629,MEC 363,"Grega,Lisa  ",Tues ,8:00 AM
41632,MEC 363,"Patel,Kunal  ",Fri,3:30 PM
41630,MEC 371,"Facas,George  ",Mon Thurs ,2:00 PM
41640,MEC 371,"Facas,George  ",Mon Thurs ,12:30 PM
42753,MEC 421,"Sepahpour,Bijan  ",Mon Thurs ,9:30 AM
42754,MEC 421,"Sepahpour,Bijan  ",Wed ,4:00 PM
42698,MEC 451,"Facas,George  ",Mon Thurs ,8:00 AM
42699,MEC 451,"Facas,George  ",Wed ,8:00 AM
41631,MEC 463,"Wang,Yunfeng  ",Mon ,11:00 AM
41637,MEC 463,"Wang,Yunfeng  ",Thurs ,11:00 AM
41645,MEC 483,"Wang,Yunfeng  ",Mon Thurs ,3:30 PM
41646,MEC 483,"Wang,Yunfeng  ",Mon Thurs ,5:00 PM
42700,MEC 496,"Sepahpour,Bijan  ",Wed ,10:00 AM
40108,MGT 201,"Prensky,David  ",Mon ,8:00 AM
40109,MGT 201,"Prensky,David  ",Mon ,9:30 AM
40125,MGT 201,"Fallone,Carla  ",Thurs ,5:30 PM
40110,MGT 201,"Requa,James  ",Tues Fri,12:30 PM
40130,MGT 201,"Requa,James  ",Tues Fri,12:30 PM
40148,MGT 201,"Kurocka,Edward  ",Mon Thurs ,11:00 AM
40126,MGT 201,"Kurocka,Edward  ",Mon Thurs ,11:00 AM
40138,MGT 235,"Cerenzio,Joseph  ",Mon ,5:30 PM
40111,MGT 301,"Ghitulescu,Brenda  ",Mon Thurs ,12:30 PM
40136,MGT 301,"Ghitulescu,Brenda  ",Mon Thurs ,11:00 AM
40153,MGT 301,"Kurocka,Edward  ",Wed ,5:30 PM
40127,MGT 310,"Lillevik,Waheeda  ",Mon Thurs ,8:00 AM
40128,MGT 310,"Lillevik,Waheeda  ",Mon Thurs ,9:30 AM
40112,MGT 320,"Carbonilla,Alberto  ",Tues Fri,8:00 AM
40113,MGT 320,"Carbonilla,Alberto  ",Tues Fri,9:30 AM
40135,MGT 320,"Roach,Apryl  ",Wed ,5:30 PM
40224,MGT 345,"Leventry,Jeffrey  ",Wed ,5:30 PM
40114,MGT 360,"Peterson,Karl  ",Tues Fri,1:30 PM
40115,MGT 360,"Peterson,Karl  ",Tues Fri,3:30 PM
40116,MGT 360,"Wang,Shengbin  ",Mon Thurs ,12:30 PM
40137,MGT 360,"Wang,Shengbin  ",Mon Thurs ,3:30 PM
40140,MGT 360,"Siecienski,Edward  ",Mon ,5:30 PM
40145,MGT 370,"Roche,Robert  ",Thurs ,5:30 PM
40152,MGT 370,"Wang,Shengbin  ",Tues ,5:30 PM
40144,MGT 375,"Michels,Kevin  ",Tues Fri,11:00 AM
40117,MGT 381,"Fallone,Carla  ",Mon Thurs ,11:00 AM
40118,MGT 385,"Michels,Kevin  ",Tues Fri,2:00 PM
40129,MGT 498,"Prensky,David  ",Mon Thurs ,2:00 PM
40131,MGT 498,"Leventry,Jeffrey  ",Mon ,5:30 PM
40143,MGT 498,"Wheeler,Patrick  ",Thurs ,5:30 PM
42898,MGT 498,"Requa,James  ",Tues ,5:30 PM
40119,MGT 499,"Han,Xu  ",Tues Fri,9:30 AM
40120,MGT 499,"Kim,Jinsil  ",Mon Thurs ,8:00 AM
40134,MGT 499,"Kim,Jinsil  ",Mon Thurs ,9:30 AM
40121,MGT 499,"Kim,Jinsil  ",Mon Thurs ,11:00 AM
40122,MGT 499,"Bertin-Peterson,Martine  ",Tues Fri,11:00 AM
40123,MGT 499,"Bertin-Peterson,Martine  ",Tues Fri,1:30 PM
40124,MGT 499,"Han,Xu  ",Tues Fri,8:00 AM
40132,MGT 499,"Henig,Stephan  ",Tues ,5:30 PM
40139,MGT 499,"Neves,Joao  ",Mon Thurs ,3:30 PM
42187,MGT 499,"Neves,Joao  ",Wed ,5:30 PM
40154,MKT 201,"Prensky,David  ",Thurs ,8:00 AM
40155,MKT 201,"Prensky,David  ",Thurs ,9:30 AM
40187,MKT 201,"Fallone,Carla  ",Thurs ,7:31 PM
40162,MKT 201,"Epstein,Dawn  ",Mon Thurs ,11:00 AM
40168,MKT 201,"Epstein,Dawn  ",Mon Thurs ,11:00 AM
40235,MKT 201,"Brechman,Jean  ",Mon Thurs ,2:00 PM
40236,MKT 201,"Brechman,Jean  ",Mon Thurs ,2:00 PM
40186,MKT 201,"Sheridan,Shawn  ",Wed ,5:30 PM
40167,MKT 201,"Sheridan,Shawn  ",Wed ,5:30 PM
40156,MKT 300,"Mccarty,John  ",Mon Thurs ,3:30 PM
40179,MKT 300,"Mccarty,John  ",Mon Wed ,5:30 PM
40160,MKT 310,"Tucci,Louis  ",Mon Thurs ,11:00 AM
40170,MKT 310,"Tucci,Louis  ",Mon Thurs ,12:30 PM
40166,MKT 340,"Duan,Jingyi  ",Tues Fri,2:00 PM
40180,MKT 340,"Duan,Jingyi  ",Tues Fri,3:30 PM
40181,MKT 340,"Siecienski,Edward  ",Thurs ,5:30 PM
40157,MKT 360,"Markus,Elizabeth  ",Mon ,5:30 PM
40183,MKT 360,"Vogel,Laura  ",Tues ,2:00 PM
40178,MKT 360,"Feather,Catherine  ",Wed ,5:30 PM
40163,MKT 365,"Becker,Karen  ",Mon Thurs ,11:00 AM
40164,MKT 365,"Becker,Karen  ",Mon Thurs ,12:30 PM
40184,MKT 370,"Duan,Jingyi  ",Tues Fri,9:30 AM
42585,MKT 370,"Monseau,Marc  ",Thurs ,5:30 PM
40188,MKT 370,"John,Eric  ",Mon ,5:30 PM
40159,MKT 371,"Inyang,Aniefre  ",Tues Fri,9:30 AM
40172,MKT 371,"Inyang,Aniefre  ",Tues Fri,11:00 AM
40158,MKT 380,"Brechman,Jean  ",Mon Thurs ,11:00 AM
40169,MKT 380,"Brechman,Jean  ",Mon Thurs ,12:30 PM
40171,MKT 450,"Wheeler,Patrick  ",Mon ,5:30 PM
42456,MKT 450,"Mckenzie,Chris  ",Tues ,5:30 PM
41905,MTT 202,"Conte,Saundra  ",Fri,8:00 AM
41906,MTT 202,"Braverman,Barbara  ",Thurs ,8:00 AM
41907,MTT 202,"Bershtein,Jillian  ",Mon ,8:00 AM
41917,MTT 202,"Winogron,Judith  ",Fri,12:30 PM
40323,NUR 110,"Gellasch,Patricia  ",Tues ,9:30 AM
40276,NUR 200,"Kartoz,Constance  ",Mon ,1:00 PM
40317,NUR 200,"Kartoz,Constance  ",Wed ,9:00 AM
40307,NUR 202,"Young,Beth  ",Tues ,5:00 PM
40325,NUR 202,"Young,Beth  ",Wed ,4:00 PM
40329,NUR 210,"Clugston,Sharen  ",Wed ,5:00 PM
40277,NUR 240,"Brooks,Sonji  ",Tues ,8:00 AM
40277,NUR 240,"Dzubaty,Dolores  ",Tues ,8:00 AM
40278,NUR 240,"Dzubaty,Dolores  ",Tues ,8:00 AM
40278,NUR 240,"Puschak,Melissa  ",Tues ,8:00 AM
40279,NUR 240,"Dzubaty,Dolores  ",Tues ,8:00 AM
40279,NUR 240,"Probola,Adrienne  ",Tues ,8:00 AM
40322,NUR 240,"Dzubaty,Dolores  ",Tues ,8:00 AM
40322,NUR 240,"Przemieniecki,Melissa  ",Tues ,8:00 AM
40280,NUR 240,"Atkins,Rahshida  ",Thurs ,8:00 AM
40280,NUR 240,"Dzubaty,Dolores  ",Thurs ,8:00 AM
40281,NUR 240,"Amon,Bola  ",Thurs ,8:00 AM
40281,NUR 240,"Dzubaty,Dolores  ",Thurs ,8:00 AM
40282,NUR 240,"Dzubaty,Dolores  ",Thurs ,8:00 AM
40283,NUR 240,"Dzubaty,Dolores  ",Thurs ,8:00 AM
40283,NUR 240,"Lebo,Chelsea  ",Thurs ,8:00 AM
40357,NUR 300,"Ardise,Joshua  ",Mon ,5:00 PM
40357,NUR 300,"Byrne,Sharon  ",Mon ,5:00 PM
40314,NUR 328,"Nelson,Yolanda  ",Mon ,1:30 PM
40331,NUR 328,"Jackson,Deirdre  ",Wed ,5:00 PM
40378,NUR 328,"Gellasch,Patricia  ",Mon ,2:00 PM
40292,NUR 340,"Alexy,Eileen  ",Wed ,8:30 AM
40292,NUR 340,"Byrne,Sharon  ",Wed ,8:30 AM
40293,NUR 340,"Alexy,Eileen  ",Tues ,7:00 AM
40293,NUR 340,"Kartoz,Constance  ",Tues ,7:00 AM
40294,NUR 340,"Alexy,Eileen  ",Tues ,7:00 AM
40295,NUR 340,"Alexy,Eileen  ",Tues ,7:00 AM
40295,NUR 340,"Heithoff,Heather  ",Tues ,7:00 AM
40296,NUR 340,"Alexy,Eileen  ",Tues ,7:00 AM
40296,NUR 340,"Heithoff,Heather  ",Tues ,7:00 AM
40297,NUR 344,"Jakubowski,Tami  ",Wed ,10:00 AM
40298,NUR 344,"Jakubowski,Tami  ",Thurs Fri,7:00 AM
40298,NUR 344,"King,Deborah  ",Thurs Fri,7:00 AM
40299,NUR 344,"Estlow,Margaret  ",Thurs Fri,7:00 AM
40299,NUR 344,"Jakubowski,Tami  ",Thurs Fri,7:00 AM
40300,NUR 344,"Jakubowski,Tami  ",Thurs Fri,7:00 AM
40300,NUR 344,"Markison,Joan  ",Thurs Fri,7:00 AM
40315,NUR 344,"Jakubowski,Tami  ",Thurs Fri,7:00 AM
40301,NUR 440,"Perron,Tracy  ",Mon ,9:20 AM
40302,NUR 440,"Perron,Tracy  ",Wed ,9:30 AM
40365,NUR 440,"Perron,Tracy  ",Mon ,2:00 PM
40303,NUR 444,"Korba,Joanne  ",Tues ,7:00 AM
40303,NUR 444,"Perron,Tracy  ",Tues ,7:00 AM
40304,NUR 444,"Garzio,Diana  ",Tues ,7:00 AM
40304,NUR 444,"Perron,Tracy  ",Tues ,7:00 AM
40319,NUR 444,"Gash,Deborah  ",Tues ,7:00 AM
40319,NUR 444,"Perron,Tracy  ",Tues ,7:00 AM
40305,NUR 444,"Perron,Tracy  ",Tues ,7:00 AM
40305,NUR 444,"Rudowski,Ellen  ",Tues ,7:00 AM
40306,NUR 444,"Massaro-Johnson,Wendy  ",Thurs ,7:00 AM
40306,NUR 444,"Perron,Tracy  ",Thurs ,7:00 AM
40321,NUR 444,"Cohen,Miriam  ",Thurs ,7:00 AM
40321,NUR 444,"Perron,Tracy  ",Thurs ,7:00 AM
40333,NUR 444,"Perron,Tracy  ",Thurs ,7:00 AM
40333,NUR 444,"Thomas,Mary  ",Thurs ,7:00 AM
40310,NUR 460,"Hooven,Katie  ",Wed ,10:00 AM
40311,NUR 460,"Hooven,Katie  ",Mon ,12:00 PM
40324,NUR 460,"Hooven,Katie  ",Mon ,10:00 AM
40330,NUR 460,"Clugston,Sharen  ",Tues ,5:00 PM
40356,PBH 220,"Cooper,Danielle  ",Thurs ,5:30 PM
40352,PBH 240,"Marques-Borges,Carolina  ",Tues Fri,9:30 AM
40371,PBH 240,"Marques-Borges,Carolina  ",Tues Fri,11:00 AM
40381,PBH 240,"Gulla,Lisa  ",Wed ,5:30 PM
40382,PBH 300,"Ardise,Joshua  ",Mon ,5:00 PM
40382,PBH 300,"Byrne,Sharon  ",Mon ,5:00 PM
40350,PBH 375,"De Souza,Marina Celly Martins R",Tues Fri,12:30 PM
40351,PBH 375,"De Souza,Marina Celly Martins R",Tues Fri,2:00 PM
40353,PBH 376,"Patterson,Natasha  ",Mon Thurs ,9:30 AM
40354,PBH 376,"Patterson,Natasha  ",Mon Thurs ,12:30 PM
40370,PBH 379,"Wheatley,Virginia  ",Thurs ,5:30 PM
40369,PBH 401,"Soya,Theresa  ",Tues ,5:30 PM
40347,PBH 405,"Lazzaro,Livia  ",Tues ,8:30 PM
40347,PBH 405,"Patterson,Natasha  ",Tues ,8:30 PM
40347,PBH 405,"Seals,Brenda  ",Tues ,8:30 PM
42103,PHY 103,"Pajer,Gary  ",Mon Wed ,7:30 PM
42104,PHY 103,"Pajer,Gary  ",Mon ,5:30 PM
42105,PHY 103,"Pajer,Gary  ",Wed ,5:30 PM
42106,PHY 103,"Kanwal,Sarbmeet  ",Tues Fri,9:30 AM
42107,PHY 103,"Kanwal,Sarbmeet  ",Tues ,11:00 AM
42108,PHY 120,"Graham,Shannon  ",Mon Thurs ,9:30 AM
42109,PHY 120,"Graham,Shannon  ",Mon ,11:00 AM
42110,PHY 120,"Graham,Shannon  ",Thurs ,11:00 AM
42111,PHY 120,"Spayd,Steven  ",Tues Thurs ,5:30 PM
42112,PHY 120,"Spayd,Steven  ",Tues ,7:00 PM
42113,PHY 120,"Spayd,Steven  ",Thurs ,7:00 PM
42114,PHY 120,"Lacombe,Pierre  ",Mon Wed ,5:30 PM
42115,PHY 120,"Lacombe,Pierre  ",Mon ,7:00 PM
42116,PHY 120,"Lacombe,Pierre  ",Wed ,7:00 PM
42117,PHY 162,"Lanz,Lauranne  ",Mon Thurs ,2:00 PM
42118,PHY 162,"Lanz,Lauranne  ",Mon ,3:30 PM
42119,PHY 162,"Lanz,Lauranne  ",Thurs ,3:30 PM
42120,PHY 163,"Wickramasinghe,Wad Thulsi  ",Mon Thurs ,8:00 AM
42121,PHY 163,"Wickramasinghe,Wad Thulsi  ",Mon ,9:30 AM
42122,PHY 163,"Wickramasinghe,Wad Thulsi  ",Thurs ,9:30 AM
42123,PHY 171,"Magee,Nathan  ",Tues Fri,11:00 AM
42124,PHY 171,"Magee,Nathan  ",Tues ,1:30 PM
42126,PHY 201,"Kalb,Michael  ",Mon Thurs ,11:00 AM
42127,PHY 201,"Kalb,Michael  ",Mon ,12:30 PM
42128,PHY 201,"Kalb,Michael  ",Thurs ,12:30 PM
42129,PHY 201,"Shrestha,Kushal  ",Tues Thurs ,7:30 PM
42130,PHY 201,"Shrestha,Kushal  ",Tues ,5:30 PM
42131,PHY 201,"Shrestha,Kushal  ",Thurs ,5:30 PM
42132,PHY 201,"Nesh,Nicholas  ",Tues Fri,3:30 PM
42133,PHY 201,"Nesh,Nicholas  ",Tues ,1:30 PM
42134,PHY 201,"Nesh,Nicholas  ",Fri,1:30 PM
42150,PHY 202,"Nesh,Nicholas  ",Tues Fri,9:30 AM
42151,PHY 202,"Nesh,Nicholas  ",Tues ,11:30 AM
42152,PHY 202,"Nesh,Nicholas  ",Fri,11:30 AM
42153,PHY 202,"Ochoa,Oscar  ",Mon Thurs ,11:00 AM
42154,PHY 202,"Ochoa,Oscar  ",Mon ,12:30 PM
42155,PHY 202,"Ochoa,Oscar  ",Thurs ,12:30 PM
42156,PHY 202,"Troychansky,Vadim  ",Tues Thurs ,5:30 PM
42157,PHY 202,"Troychansky,Vadim  ",Tues ,7:00 PM
42158,PHY 202,"Troychansky,Vadim  ",Thurs ,7:00 PM
42159,PHY 202,"Ward,Joseph  ",Mon Thurs ,2:00 PM
42160,PHY 202,"Ward,Joseph  ",Thurs ,3:30 PM
42161,PHY 202,"Ward,Joseph  ",Mon ,3:30 PM
42162,PHY 202,"Darkhosh,Teymour  ",Mon Wed ,5:30 PM
42163,PHY 202,"Darkhosh,Teymour  ",Mon ,7:00 PM
42164,PHY 202,"Darkhosh,Teymour  ",Wed ,7:00 PM
42172,PHY 204,"Capece,Angela  ",Tues Fri,11:00 AM
42173,PHY 204,"Capece,Angela  ",Tues ,8:00 AM
42174,PHY 220,"Graham,Shannon  ",Tues Fri,2:00 PM
42175,PHY 220,"Graham,Shannon  ",Tues ,3:30 PM
42176,PHY 299,"Capece,Angela  ",Wed ,11:00 AM
42177,PHY 336,"Nguyen,Anh Tuan  ",Tues Fri,9:30 AM
42178,PHY 356,"Nguyen,Anh Tuan  ",Mon Thurs ,9:30 AM
42179,PHY 390,"Richards,Alan  ",Tues ,5:30 PM
42180,PHY 401,"Ochoa,Oscar  ",Mon Thurs ,3:30 PM
42181,PHY 422,"Wickramasinghe,Wad Thulsi  ",Mon Thurs ,12:30 PM
42182,PHY 451,"Mcgee,David  ",Mon ,9:00 AM
42183,PHY 451,"Mcgee,David  ",Thurs ,9:00 AM
41925,SCI  99,"Leonard,Laurel  ",Wed ,11:00 AM
41929,STA 115,"Wasserman,Eric H",Mon Wed ,7:30 PM
41930,STA 115,"Ottman,Laird  ",Tues Thurs ,7:00 PM
41931,STA 115,"Sharma,Deoki  ",Mon Thurs ,9:30 AM
41932,STA 115,"Sharma,Deoki  ",Mon Thurs ,12:30 PM
41933,STA 115,"Pangalos,George  ",Mon Wed ,6:00 PM
41939,STA 115,"Pangalos,George  ",Mon Wed ,7:30 PM
41941,STA 115,"Angelo,Mark  ",Tues Thurs ,5:30 PM
41942,STA 115,"Angelo,Mark  ",Tues Thurs ,7:00 PM
41943,STA 115,"Chen,Stacye  ",Tues Fri,9:30 AM
41944,STA 115,"Chen,Stacye  ",Tues Fri,11:00 AM
42359,STA 115,"Ottman,Laird  ",Tues Thurs ,5:30 PM
41936,STA 215,"Navard,Sharon  ",Tues Fri,9:30 AM
41937,STA 215,"Navard,Sharon  ",Tues Fri,11:00 AM
41938,STA 215,"Stock,Gregory  ",Tues Fri,2:00 PM
41934,STA 215,"Stock,Gregory  ",Mon Thurs ,2:00 PM
41935,STA 215,"Stock,Gregory  ",Mon Thurs ,3:30 PM
42362,STA 306,"Stock,Gregory  ",Tues Fri,11:00 AM
42363,STA 307,"Ochs,Michael  ",Mon Thurs ,2:00 PM
42361,STA 410,"Navard,Sharon  ",Tues Fri,2:00 PM
42360,STA 498,"Ochs,Michael  ",Mon Thurs ,11:00 AM
41649,TED 380,"Mulligan,James  ",Mon ,5:30 PM
41650,TED 460,"Zrada,Melissa  ",Mon Thurs ,9:30 AM
41651,TED 460,"Zrada,Melissa  ",Wed ,9:00 AM
41652,TED 480,"Huffman,Tanner  ",Tues Fri,9:30 AM
41660,TST 161,"Asper,Norman  ",Tues Fri,9:30 AM
41659,TST 161,"Asper,Norman  ",Tues Fri,11:00 AM
41655,TST 161,"Huffman,Tanner  ",Tues Fri,2:00 PM
41658,TST 161,"Zrada,Melissa  ",Mon Thurs ,12:30 PM
41657,TST 161,"Jennings,Thomas  ",Mon ,5:30 PM
41656,TST 161,"Dec,Tara  ",Tues ,5:30 PM
41661,TST 161,"Anderson,Christopher  ",Thurs ,5:30 PM
41662,TST 161,"Anderson,Christopher  ",Wed ,5:30 PM
